date,energy_charge
20-Jun-18,842.816904
21-Jun-18,856.369249
22-Jun-18,834.196879
23-Jun-18,798.337426
24-Jun-18,721.764999
25-Jun-18,845.09356
26-Jun-18,872.696899
27-Jun-18,836.280575
28-Jun-18,869.98402
29-Jun-18,860.135038
30-Jun-18,793.689718
1-Jul-18,708.124729
2-Jul-18,814.860618
3-Jul-18,862.152499
4-Jul-18,863.150597
5-Jul-18,872.25236
6-Jul-18,830.3753
7-Jul-18,790.387935
8-Jul-18,704.706243
9-Jul-18,779.173472
10-Jul-18,826.699186
11-Jul-18,818.285484
12-Jul-18,825.767833
13-Jul-18,831.973793
14-Jul-18,777.199666
15-Jul-18,702.596427
16-Jul-18,830.111787
17-Jul-18,850.124453
18-Jul-18,855.727704
19-Jul-18,863.027938
20-Jul-18,870.505201
21-Jul-18,796.086756
22-Jul-18,705.091188
23-Jul-18,831.17318
24-Jul-18,847.528963
25-Jul-18,844.349137
26-Jul-18,847.953708
27-Jul-18,855.049248
28-Jul-18,794.565917
29-Jul-18,722.71506
30-Jul-18,853.820948
31-Jul-18,860.388933
1-Aug-18,851.804023
2-Aug-18,854.51096
3-Aug-18,860.157632
4-Aug-18,800.252941
5-Aug-18,717.762368
6-Aug-18,836.845283
7-Aug-18,854.030206
8-Aug-18,865.513556
9-Aug-18,864.519067
10-Aug-18,846.92063
11-Aug-18,773.114373
12-Aug-18,689.626179
13-Aug-18,820.947171
14-Aug-18,852.81485
15-Aug-18,853.665652
16-Aug-18,857.252128
17-Aug-18,851.091145
18-Aug-18,785.630937
19-Aug-18,708.398566
20-Aug-18,834.57264
21-Aug-18,857.048147
22-Aug-18,861.968142
23-Aug-18,884.623092
24-Aug-18,898.738612
25-Aug-18,820.410425
26-Aug-18,702.782972
27-Aug-18,814.802972
28-Aug-18,842.711918
29-Aug-18,857.077742
30-Aug-18,872.243156
31-Aug-18,881.265804
1-Sep-18,822.411391
2-Sep-18,739.879742
3-Sep-18,858.950419
4-Sep-18,853.046623
5-Sep-18,843.165022
6-Sep-18,846.063108
7-Sep-18,764.451764
8-Sep-18,757.975489
9-Sep-18,715.197929
10-Sep-18,850.987145
11-Sep-18,881.819539
12-Sep-18,885.643372
13-Sep-18,895.579911
14-Sep-18,883.315748
15-Sep-18,817.872175
16-Sep-18,729.66868
17-Sep-18,849.847304
18-Sep-18,892.159642
19-Sep-18,915.068152
20-Sep-18,899.10082
21-Sep-18,910.330744
22-Sep-18,842.006069
23-Sep-18,762.537262
24-Sep-18,918.393709
25-Sep-18,944.664029
26-Sep-18,962.706235
27-Sep-18,962.136036
28-Sep-18,931.675757
29-Sep-18,849.240248
30-Sep-18,765.61315
1-Oct-18,909.795249
2-Oct-18,953.096688
3-Oct-18,970.413497
4-Oct-18,953.293999
5-Oct-18,918.060815
6-Oct-18,817.786005
7-Oct-18,722.686015
8-Oct-18,887.008452
9-Oct-18,938.198755
10-Oct-18,957.462457
11-Oct-18,940.797379
12-Oct-18,819.85291
13-Oct-18,840.584681
14-Oct-18,776.752826
15-Oct-18,895.02049
16-Oct-18,925.624665
17-Oct-18,947.07054
18-Oct-18,958.117827
19-Oct-18,930.514206
20-Oct-18,821.589429
21-Oct-18,716.316625
