Month,Reservoir,Water_Level
May-10,M. MORAES,664.12
Jun-10,M. MORAES,664.85
Jul-10,M. MORAES,664.16
Aug-10,M. MORAES,664.61
Sep-10,M. MORAES,663.93
Oct-10,M. MORAES,664.17
Nov-10,M. MORAES,664.06
Dec-10,M. MORAES,664.63
Jan-11,M. MORAES,665.03
Feb-11,M. MORAES,664.12
Mar-11,M. MORAES,665.82
Apr-11,M. MORAES,665.99
May-11,M. MORAES,665.15
Jun-11,M. MORAES,665.39
Jul-11,M. MORAES,664.48
Aug-11,M. MORAES,664.14
Sep-11,M. MORAES,664.09
Oct-11,M. MORAES,663.79
Nov-11,M. MORAES,664.04
Dec-11,M. MORAES,664.39
Jan-12,M. MORAES,664.81
Feb-12,M. MORAES,665.19
Mar-12,M. MORAES,664.88
Apr-12,M. MORAES,665.43
May-12,M. MORAES,666.07
Jun-12,M. MORAES,665.22
Jul-12,M. MORAES,664.35
Aug-12,M. MORAES,663.63
Sep-12,M. MORAES,663.98
Oct-12,M. MORAES,665.07
Nov-12,M. MORAES,663.99
Dec-12,M. MORAES,663.34
Jan-13,M. MORAES,664.2
Feb-13,M. MORAES,664.05
Mar-13,M. MORAES,664.05
Apr-13,M. MORAES,664.14
May-13,M. MORAES,664.45
Jun-13,M. MORAES,665.05
Jul-13,M. MORAES,665.35
Aug-13,M. MORAES,665.85
Sep-13,M. MORAES,665.04
Oct-13,M. MORAES,664.8
Nov-13,M. MORAES,664.63
Dec-13,M. MORAES,664.69
Jan-14,M. MORAES,663.46
Feb-14,M. MORAES,663.53
Mar-14,M. MORAES,663.57
Apr-14,M. MORAES,663.49
May-14,M. MORAES,663.38
Jun-14,M. MORAES,663.29
Jul-14,M. MORAES,663.52
Aug-14,M. MORAES,662.89
Sep-14,M. MORAES,659.64
Oct-14,M. MORAES,657.52
Nov-14,M. MORAES,655.26
Dec-14,M. MORAES,656.25
Jan-15,M. MORAES,656.67
Feb-15,M. MORAES,656.49
Mar-15,M. MORAES,656.79
Apr-15,M. MORAES,657.08
May-15,M. MORAES,657.56
Jun-15,M. MORAES,657.87
Jul-15,M. MORAES,658.05
Aug-15,M. MORAES,657.23
Sep-15,M. MORAES,656.62
Oct-15,M. MORAES,656.5
Nov-15,M. MORAES,656.66
Dec-15,M. MORAES,658.75
Jan-16,M. MORAES,661.57
Feb-16,M. MORAES,662.4
Mar-16,M. MORAES,665.13
Apr-16,M. MORAES,664.97
May-16,M. MORAES,664.55
Jun-16,M. MORAES,664.22
Jul-16,M. MORAES,663.44
Aug-16,M. MORAES,663.56
Sep-16,M. MORAES,662.24
Oct-16,M. MORAES,662.75
Nov-16,M. MORAES,663.63
Dec-16,M. MORAES,663.53
Jan-17,M. MORAES,663.74
Feb-17,M. MORAES,663.24
Mar-17,M. MORAES,661.25
Apr-17,M. MORAES,660.29
May-17,M. MORAES,661.1
Jun-17,M. MORAES,661.8
Jul-17,M. MORAES,661.38
Aug-17,M. MORAES,661.59
Sep-17,M. MORAES,660.2
Oct-17,M. MORAES,658.27
Nov-17,M. MORAES,656.72
Dec-17,M. MORAES,656.85
Jan-18,M. MORAES,658.22
Feb-18,M. MORAES,658.16
Mar-18,M. MORAES,657.3
Apr-18,M. MORAES,657.19
May-18,M. MORAES,657.5
Jun-18,M. MORAES,657.3
Jul-18,M. MORAES,655.38
Aug-18,M. MORAES,655.06
Sep-18,M. MORAES,655.12
Oct-18,M. MORAES,655.2
Nov-18,M. MORAES,656.59
Dec-18,M. MORAES,656.64
Jan-19,M. MORAES,657.04
Feb-19,M. MORAES,658.31
Mar-19,M. MORAES,658.98
Apr-19,M. MORAES,657.53
May-19,M. MORAES,656.21
Jun-19,M. MORAES,656.92
Jul-19,M. MORAES,657.72
Aug-19,M. MORAES,658.94
Sep-19,M. MORAES,660.03
Oct-19,M. MORAES,659.51
Nov-19,M. MORAES,658.24
Dec-19,M. MORAES,658.72
Jan-20,M. MORAES,660.65
Feb-20,M. MORAES,662.79
Mar-20,M. MORAES,663.43
Apr-20,M. MORAES,662.93
May-20,M. MORAES,664.11
Jun-20,M. MORAES,664.45
Jul-20,M. MORAES,660.9400024
Aug-20,M. MORAES,659.75
Sep-20,M. MORAES,659.1300049
Oct-20,M. MORAES,657.4799805
Nov-20,M. MORAES,658.0800171
Dec-20,M. MORAES,658.8699951
Jan-21,M. MORAES,657.6300049
Feb-21,M. MORAES,658.3200073
Mar-21,M. MORAES,659.9099731
Apr-21,M. MORAES,660.6199951
May-21,M. MORAES,661.4299927
Jun-21,M. MORAES,660.25
Jul-21,M. MORAES,659.4099731
Jan-99,LIMOEIRO,572.28
Feb-99,LIMOEIRO,572.48
Mar-99,LIMOEIRO,572.19
Apr-99,LIMOEIRO,572.75
May-99,LIMOEIRO,572.75
Jun-99,LIMOEIRO,572.74
Jul-99,LIMOEIRO,572.75
Aug-99,LIMOEIRO,572.7
Sep-99,LIMOEIRO,572.63
Oct-99,LIMOEIRO,572.75
Nov-99,LIMOEIRO,572.26
Dec-99,LIMOEIRO,572.75
Jan-00,LIMOEIRO,572.25
Feb-00,LIMOEIRO,572.27
Mar-00,LIMOEIRO,572.15
Apr-00,LIMOEIRO,572.75
May-00,LIMOEIRO,572.84
Jun-00,LIMOEIRO,572.74
Jul-00,LIMOEIRO,572.81
Aug-00,LIMOEIRO,572.9
Sep-00,LIMOEIRO,572.86
Oct-00,LIMOEIRO,572.83
Nov-00,LIMOEIRO,572.9
Dec-00,LIMOEIRO,572.95
Jan-01,LIMOEIRO,572.95
Feb-01,LIMOEIRO,572.95
Mar-01,LIMOEIRO,572.95
Apr-01,LIMOEIRO,572.67
May-01,LIMOEIRO,572.95
Jun-01,LIMOEIRO,572.95
Jul-01,LIMOEIRO,572.95
Aug-01,LIMOEIRO,572.95
Sep-01,LIMOEIRO,572.95
Oct-01,LIMOEIRO,572.93
Nov-01,LIMOEIRO,572.9
Dec-01,LIMOEIRO,572.7
Jan-02,LIMOEIRO,572.86
Feb-02,LIMOEIRO,572.95
Mar-02,LIMOEIRO,572.87
Apr-02,LIMOEIRO,572.64
May-02,LIMOEIRO,572.95
Jun-02,LIMOEIRO,572.95
Jul-02,LIMOEIRO,572.95
Aug-02,LIMOEIRO,572.95
Sep-02,LIMOEIRO,572.75
Oct-02,LIMOEIRO,572.87
Nov-02,LIMOEIRO,572.75
Dec-02,LIMOEIRO,572.75
Jan-03,LIMOEIRO,572.85
Feb-03,LIMOEIRO,572.67
Mar-03,LIMOEIRO,572.68
Apr-03,LIMOEIRO,572.68
May-03,LIMOEIRO,572.64
Jun-03,LIMOEIRO,572.6
Jul-03,LIMOEIRO,572.77
Aug-03,LIMOEIRO,572.75
Sep-03,LIMOEIRO,572.86
Oct-03,LIMOEIRO,572.82
Nov-03,LIMOEIRO,572.45
Dec-03,LIMOEIRO,572.75
Jan-04,LIMOEIRO,572.23
Feb-04,LIMOEIRO,572
Mar-04,LIMOEIRO,572.03
Apr-04,LIMOEIRO,572.46
May-04,LIMOEIRO,572.35
Jun-04,LIMOEIRO,572.5
Jul-04,LIMOEIRO,572.49
Aug-04,LIMOEIRO,572.59
Sep-04,LIMOEIRO,572.69
Oct-04,LIMOEIRO,572.75
Nov-04,LIMOEIRO,572.52
Dec-04,LIMOEIRO,572.62
Jan-05,LIMOEIRO,572.03
Feb-05,LIMOEIRO,572.41
Mar-05,LIMOEIRO,572.58
Apr-05,LIMOEIRO,572.38
May-05,LIMOEIRO,572.55
Jun-05,LIMOEIRO,572.47
Jul-05,LIMOEIRO,572.76
Aug-05,LIMOEIRO,572.7
Sep-05,LIMOEIRO,572.77
Oct-05,LIMOEIRO,572.8
Nov-05,LIMOEIRO,572.5
Dec-05,LIMOEIRO,572.66
Jan-06,LIMOEIRO,572.53
Feb-06,LIMOEIRO,572.77
Mar-06,LIMOEIRO,572.49
Apr-06,LIMOEIRO,572.77
May-06,LIMOEIRO,572.65
Jun-06,LIMOEIRO,572.53
Jul-06,LIMOEIRO,572.71
Aug-06,LIMOEIRO,572.63
Sep-06,LIMOEIRO,572.63
Oct-06,LIMOEIRO,572.41
Nov-06,LIMOEIRO,572.49
Dec-06,LIMOEIRO,572.19
Jan-07,LIMOEIRO,572.12
Feb-07,LIMOEIRO,572.16
Mar-07,LIMOEIRO,572.34
Apr-07,LIMOEIRO,572.28
May-07,LIMOEIRO,572.52
Jun-07,LIMOEIRO,572.57
Jul-07,LIMOEIRO,572.43
Aug-07,LIMOEIRO,572.29
Sep-07,LIMOEIRO,572.23
Oct-07,LIMOEIRO,572.23
Nov-07,LIMOEIRO,572.18
Dec-07,LIMOEIRO,572.15
Jan-08,LIMOEIRO,572.28
Feb-08,LIMOEIRO,572.24
Mar-08,LIMOEIRO,572.33
Apr-08,LIMOEIRO,572.73
May-08,LIMOEIRO,572.19
Jun-08,LIMOEIRO,572.37
Jul-08,LIMOEIRO,572.65
Aug-08,LIMOEIRO,572.56
Sep-08,LIMOEIRO,572.81
Oct-08,LIMOEIRO,572.53
Nov-08,LIMOEIRO,572.32
Dec-08,LIMOEIRO,572.26
Jan-09,LIMOEIRO,572.22
Feb-09,LIMOEIRO,572.18
Mar-09,LIMOEIRO,572.21
Apr-09,LIMOEIRO,572.29
May-09,LIMOEIRO,572.34
Jun-09,LIMOEIRO,572.25
Jul-09,LIMOEIRO,572.27
Aug-09,LIMOEIRO,572.25
Sep-09,LIMOEIRO,572.25
Oct-09,LIMOEIRO,572.48
Nov-09,LIMOEIRO,572.07
Dec-09,LIMOEIRO,572.01
Jan-10,LIMOEIRO,572.25
Feb-10,LIMOEIRO,572.3
Mar-10,LIMOEIRO,572.57
Apr-10,LIMOEIRO,572.35
May-10,LIMOEIRO,572.6
Jun-10,LIMOEIRO,572.85
Jul-10,LIMOEIRO,572.84
Aug-10,LIMOEIRO,572.71
Sep-10,LIMOEIRO,572.88
Oct-10,LIMOEIRO,572.89
Nov-10,LIMOEIRO,572.61
Dec-10,LIMOEIRO,572.65
Jan-11,LIMOEIRO,572.53
Feb-11,LIMOEIRO,572.67
Mar-11,LIMOEIRO,572.36
Apr-11,LIMOEIRO,572.52
May-11,LIMOEIRO,572.61
Jun-11,LIMOEIRO,572.66
Jul-11,LIMOEIRO,572.8
Aug-11,LIMOEIRO,572.79
Sep-11,LIMOEIRO,572.75
Oct-11,LIMOEIRO,572.47
Nov-11,LIMOEIRO,572.3
Dec-11,LIMOEIRO,572.34
Jan-12,LIMOEIRO,572.59
Feb-12,LIMOEIRO,572.45
Mar-12,LIMOEIRO,572.65
Apr-12,LIMOEIRO,572.83
May-12,LIMOEIRO,572.51
Jun-12,LIMOEIRO,572.96
Jul-12,LIMOEIRO,572.56
Aug-12,LIMOEIRO,572.51
Sep-12,LIMOEIRO,572.71
Oct-12,LIMOEIRO,572.67
Nov-12,LIMOEIRO,572.27
Dec-12,LIMOEIRO,572.41
Jan-13,LIMOEIRO,572.67
Feb-13,LIMOEIRO,572.45
Mar-13,LIMOEIRO,572.42
Apr-13,LIMOEIRO,572.52
May-13,LIMOEIRO,572.3
Jun-13,LIMOEIRO,572.27
Jul-13,LIMOEIRO,572.62
Aug-13,LIMOEIRO,572.62
Sep-13,LIMOEIRO,572.83
Oct-13,LIMOEIRO,572.45
Nov-13,LIMOEIRO,572.29
Dec-13,LIMOEIRO,572.37
Jan-14,LIMOEIRO,572.3
Feb-14,LIMOEIRO,572.32
Mar-14,LIMOEIRO,572.53
Apr-14,LIMOEIRO,572.46
May-14,LIMOEIRO,572.58
Jun-14,LIMOEIRO,572.11
Jul-14,LIMOEIRO,572.76
Aug-14,LIMOEIRO,570.18
Sep-14,LIMOEIRO,570.74
Oct-14,LIMOEIRO,570.73
Nov-14,LIMOEIRO,572.43
Dec-14,LIMOEIRO,572.6
Jan-15,LIMOEIRO,572.33
Feb-15,LIMOEIRO,572.52
Mar-15,LIMOEIRO,572.39
Apr-15,LIMOEIRO,572.4
May-15,LIMOEIRO,572.71
Jun-15,LIMOEIRO,572.72
Jul-15,LIMOEIRO,572.23
Aug-15,LIMOEIRO,572.91
Sep-15,LIMOEIRO,572.74
Oct-15,LIMOEIRO,572.49
Nov-15,LIMOEIRO,572.5
Dec-15,LIMOEIRO,572.51
Jan-16,LIMOEIRO,572.08
Feb-16,LIMOEIRO,572.56
Mar-16,LIMOEIRO,572.4
Apr-16,LIMOEIRO,572.5
May-16,LIMOEIRO,572.32
Jun-16,LIMOEIRO,572.63
Jul-16,LIMOEIRO,572.36
Aug-16,LIMOEIRO,572.31
Sep-16,LIMOEIRO,572.72
Oct-16,LIMOEIRO,572.38
Nov-16,LIMOEIRO,572.5
Dec-16,LIMOEIRO,572.31
Jan-17,LIMOEIRO,572.39
Feb-17,LIMOEIRO,572.2
Mar-17,LIMOEIRO,572.35
Apr-17,LIMOEIRO,572.53
May-17,LIMOEIRO,572.4
Jun-17,LIMOEIRO,572.55
Jul-17,LIMOEIRO,572.5
Aug-17,LIMOEIRO,572.36
Sep-17,LIMOEIRO,572.45
Oct-17,LIMOEIRO,572.4
Nov-17,LIMOEIRO,572.25
Dec-17,LIMOEIRO,572.41
Jan-18,LIMOEIRO,572.2
Feb-18,LIMOEIRO,572.25
Mar-18,LIMOEIRO,572.43
Apr-18,LIMOEIRO,572.5
May-18,LIMOEIRO,572.7
Jun-18,LIMOEIRO,572.8
Jul-18,LIMOEIRO,572.93
Aug-18,LIMOEIRO,572.83
Sep-18,LIMOEIRO,572.94
Oct-18,LIMOEIRO,572.69
Nov-18,LIMOEIRO,572.12
Dec-18,LIMOEIRO,572.28
Jan-19,LIMOEIRO,572.41
Feb-19,LIMOEIRO,572.53
Mar-19,LIMOEIRO,572.36
Apr-19,LIMOEIRO,572.5
May-19,LIMOEIRO,572.64
Jun-19,LIMOEIRO,572.2
Jul-19,LIMOEIRO,572.63
Aug-19,LIMOEIRO,572.3
Sep-19,LIMOEIRO,572.58
Oct-19,LIMOEIRO,572.48
Nov-19,LIMOEIRO,572.47
Dec-19,LIMOEIRO,572.38
Jan-20,LIMOEIRO,572.35
Feb-20,LIMOEIRO,572
Mar-20,LIMOEIRO,572.25
Apr-20,LIMOEIRO,572.62
May-20,LIMOEIRO,572.49
Jun-20,LIMOEIRO,572.5
Jul-20,LIMOEIRO,572.1799927
Aug-20,LIMOEIRO,572.289978
Sep-20,LIMOEIRO,572.4799805
Oct-20,LIMOEIRO,572.6400147
Nov-20,LIMOEIRO,572.2600098
Dec-20,LIMOEIRO,572.3400269
Jan-21,LIMOEIRO,572.3300171
Feb-21,LIMOEIRO,572.5
Mar-21,LIMOEIRO,572.4099731
Apr-21,LIMOEIRO,572.5999756
May-21,LIMOEIRO,572.6099854
Jun-21,LIMOEIRO,572.1599731
Jul-21,LIMOEIRO,572.0900269
Jan-99,LAJES,410.36
Feb-99,LAJES,411.34
Mar-99,LAJES,412.54
Apr-99,LAJES,413.05
May-99,LAJES,412.85
Jun-99,LAJES,411.99
Jul-99,LAJES,411.33
Aug-99,LAJES,410.3
Sep-99,LAJES,408.76
Oct-99,LAJES,408.51
Nov-99,LAJES,408.96
Dec-99,LAJES,408.8
Jan-00,LAJES,411.21
Feb-00,LAJES,412.12
Mar-00,LAJES,412.75
Apr-00,LAJES,412.91
May-00,LAJES,412.29
Jun-00,LAJES,411.31
Jul-00,LAJES,409.6
Aug-00,LAJES,407.37
Sep-00,LAJES,406.2
Oct-00,LAJES,405.76
Nov-00,LAJES,406.55
Dec-00,LAJES,408.15
Jan-01,LAJES,409.67
Feb-01,LAJES,411.15
Mar-01,LAJES,411.84
Apr-01,LAJES,411.84
May-01,LAJES,411.26
Jun-01,LAJES,410.32
Jul-01,LAJES,409.58
Aug-01,LAJES,408.5
Sep-01,LAJES,407.57
Oct-01,LAJES,407.33
Nov-01,LAJES,407.54
Dec-01,LAJES,409.04
Jan-02,LAJES,410.68
Feb-02,LAJES,412.31
Mar-02,LAJES,413.01
Apr-02,LAJES,413.44
May-02,LAJES,413.01
Jun-02,LAJES,411
Jul-02,LAJES,410.68
Aug-02,LAJES,410.27
Sep-02,LAJES,409.42
Oct-02,LAJES,408.62
Nov-02,LAJES,409.21
Dec-02,LAJES,411.4
Jan-03,LAJES,413.24
Feb-03,LAJES,413.61
Mar-03,LAJES,414.63
Apr-03,LAJES,414.52
May-03,LAJES,414.2
Jun-03,LAJES,413.7
Jul-03,LAJES,413.56
Aug-03,LAJES,413.49
Sep-03,LAJES,413.51
Oct-03,LAJES,413.58
Nov-03,LAJES,413.43
Dec-03,LAJES,413.1
Jan-04,LAJES,413.09
Feb-04,LAJES,414.02
Mar-04,LAJES,413.97
Apr-04,LAJES,414.83
May-04,LAJES,414.88
Jun-04,LAJES,414.77
Jul-04,LAJES,414.44
Aug-04,LAJES,412.82
Sep-04,LAJES,411.17
Oct-04,LAJES,410.07
Nov-04,LAJES,410.28
Dec-04,LAJES,411.66
Jan-05,LAJES,411.87
Feb-05,LAJES,412.59
Mar-05,LAJES,413.72
Apr-05,LAJES,414.3
May-05,LAJES,414.57
Jun-05,LAJES,414.3
Jul-05,LAJES,413.42
Aug-05,LAJES,411.65
Sep-05,LAJES,410.37
Oct-05,LAJES,410.06
Nov-05,LAJES,411.01
Dec-05,LAJES,412.61
Jan-06,LAJES,412.14
Feb-06,LAJES,412.34
Mar-06,LAJES,412.2
Apr-06,LAJES,412.25
May-06,LAJES,411.68
Jun-06,LAJES,411.28
Jul-06,LAJES,410.36
Aug-06,LAJES,409.31
Sep-06,LAJES,409.04
Oct-06,LAJES,409.53
Nov-06,LAJES,410.72
Dec-06,LAJES,412.5
Jan-07,LAJES,412.59
Feb-07,LAJES,411.97
Mar-07,LAJES,411.76
Apr-07,LAJES,411.55
May-07,LAJES,411.22
Jun-07,LAJES,410.51
Jul-07,LAJES,409.6
Aug-07,LAJES,408.9
Sep-07,LAJES,408.54
Oct-07,LAJES,408.58
Nov-07,LAJES,408.84
Dec-07,LAJES,409.65
Jan-08,LAJES,410.93
Feb-08,LAJES,412.54
Mar-08,LAJES,413.46
Apr-08,LAJES,414.84
May-08,LAJES,415
Jun-08,LAJES,414.63
Jul-08,LAJES,413.49
Aug-08,LAJES,412.21
Sep-08,LAJES,410.83
Oct-08,LAJES,410.16
Nov-08,LAJES,410.22
Dec-08,LAJES,411.04
Jan-09,LAJES,412.15
Feb-09,LAJES,411.98
Mar-09,LAJES,411.72
Apr-09,LAJES,412.14
May-09,LAJES,412.13
Jun-09,LAJES,411.7
Jul-09,LAJES,411.16
Aug-09,LAJES,410.46
Sep-09,LAJES,410.09
Oct-09,LAJES,410.98
Nov-09,LAJES,411.54
Dec-09,LAJES,412.92
Jan-10,LAJES,413.54
Feb-10,LAJES,413.89
Mar-10,LAJES,414.71
Apr-10,LAJES,414.96
May-10,LAJES,414.71
Jun-10,LAJES,414.63
Jul-10,LAJES,414.15
Aug-10,LAJES,412.92
Sep-10,LAJES,411.58
Oct-10,LAJES,410.87
Nov-10,LAJES,411.05
Dec-10,LAJES,412.27
Jan-11,LAJES,412.41
Feb-11,LAJES,412.43
Mar-11,LAJES,413.66
Apr-11,LAJES,414.7
May-11,LAJES,414.9
Jun-11,LAJES,414.58
Jul-11,LAJES,413.65
Aug-11,LAJES,412.32
Sep-11,LAJES,411.07
Oct-11,LAJES,410.32
Nov-11,LAJES,409.55
Dec-11,LAJES,409.6
Jan-12,LAJES,411.32
Feb-12,LAJES,411.69
Mar-12,LAJES,412.23
Apr-12,LAJES,412.53
May-12,LAJES,412.84
Jun-12,LAJES,413.14
Jul-12,LAJES,413.06
Aug-12,LAJES,412.6
Sep-12,LAJES,412.1
Oct-12,LAJES,411.03
Nov-12,LAJES,410.17
Dec-12,LAJES,409.96
Jan-13,LAJES,413.93
Feb-13,LAJES,414.87
Mar-13,LAJES,415.34
Apr-13,LAJES,415.32
May-13,LAJES,414.94
Jun-13,LAJES,414.59
Jul-13,LAJES,414.43
Aug-13,LAJES,412.48
Sep-13,LAJES,411.7
Oct-13,LAJES,411.23
Nov-13,LAJES,411.6
Dec-13,LAJES,412.27
Jan-14,LAJES,412.26
Feb-14,LAJES,411.88
Mar-14,LAJES,412.07
Apr-14,LAJES,412.38
May-14,LAJES,412.2
Jun-14,LAJES,412
Jul-14,LAJES,411.69
Aug-14,LAJES,411.33
Sep-14,LAJES,410.89
Oct-14,LAJES,410.41
Nov-14,LAJES,410.46
Dec-14,LAJES,410.47
Jan-15,LAJES,409.89
Feb-15,LAJES,410.69
Mar-15,LAJES,411.71
Apr-15,LAJES,412.33
May-15,LAJES,412.54
Jun-15,LAJES,412.6
Jul-15,LAJES,412.29
Aug-15,LAJES,411.7
Sep-15,LAJES,411.46
Oct-15,LAJES,410.97
Nov-15,LAJES,410.92
Dec-15,LAJES,411.73
Jan-16,LAJES,413.47
Feb-16,LAJES,414.2
Mar-16,LAJES,414.91
Apr-16,LAJES,415.09
May-16,LAJES,414.98
Jun-16,LAJES,415.05
Jul-16,LAJES,414.66
Aug-16,LAJES,414.18
Sep-16,LAJES,413.42
Oct-16,LAJES,412.67
Nov-16,LAJES,412.88
Dec-16,LAJES,412.95
Jan-17,LAJES,412.72
Feb-17,LAJES,412.61
Mar-17,LAJES,413.23
Apr-17,LAJES,413.65
May-17,LAJES,413.82
Jun-17,LAJES,413.76
Jul-17,LAJES,413.7
Aug-17,LAJES,413.52
Sep-17,LAJES,413.24
Oct-17,LAJES,412.82
Nov-17,LAJES,412.6
Dec-17,LAJES,412.7
Jan-18,LAJES,414.25
Feb-18,LAJES,414.3
Mar-18,LAJES,415.3
Apr-18,LAJES,415.41
May-18,LAJES,415.21
Jun-18,LAJES,414.64
Jul-18,LAJES,413.89
Aug-18,LAJES,413.11
Sep-18,LAJES,412.57
Oct-18,LAJES,412.55
Nov-18,LAJES,412.92
Dec-18,LAJES,412.42
Jan-19,LAJES,411.72
Feb-19,LAJES,413.38
Mar-19,LAJES,414.73
Apr-19,LAJES,415.24
May-19,LAJES,415.15
Jun-19,LAJES,415.23
Jul-19,LAJES,414.8
Aug-19,LAJES,414.3
Sep-19,LAJES,413.5
Oct-19,LAJES,412.43
Nov-19,LAJES,412.66
Dec-19,LAJES,412.6
Jan-20,LAJES,413.01
Feb-20,LAJES,414.31
Mar-20,LAJES,414.6
Apr-20,LAJES,414.62
May-20,LAJES,414.63
Jun-20,LAJES,414.02
Jul-20,LAJES,413.9100037
Aug-20,LAJES,413.3800049
Sep-20,LAJES,413.0799866
Oct-20,LAJES,412.3699951
Nov-20,LAJES,412.1700134
Dec-20,LAJES,413.2999878
Jan-21,LAJES,412.0400085
Feb-21,LAJES,412.75
Mar-21,LAJES,413.0400085
Apr-21,LAJES,413.3999939
May-21,LAJES,413.5299988
Jun-21,LAJES,413.7099915
Jul-21,LAJES,413.7000122
Sep-01,LAJEADO,193.19
Oct-01,LAJEADO,198.98
Nov-01,LAJEADO,198.99
Dec-01,LAJEADO,205.24
Jan-02,LAJEADO,211.34
Feb-02,LAJEADO,212.1
Mar-02,LAJEADO,212.08
Apr-02,LAJEADO,212.09
May-02,LAJEADO,212.05
Jun-02,LAJEADO,212.04
Jul-02,LAJEADO,212.12
Aug-02,LAJEADO,212.1
Sep-02,LAJEADO,212.03
Oct-02,LAJEADO,212.15
Nov-02,LAJEADO,212
Dec-02,LAJEADO,212.1
Jan-03,LAJEADO,212.14
Feb-03,LAJEADO,212.23
Mar-03,LAJEADO,212.29
Apr-03,LAJEADO,212.15
May-03,LAJEADO,212.13
Jun-03,LAJEADO,212.09
Jul-03,LAJEADO,212.13
Aug-03,LAJEADO,212.04
Sep-03,LAJEADO,212.03
Oct-03,LAJEADO,212.06
Nov-03,LAJEADO,212
Dec-03,LAJEADO,212
Jan-04,LAJEADO,212.25
Feb-04,LAJEADO,212.17
Mar-04,LAJEADO,212.24
Apr-04,LAJEADO,212.29
May-04,LAJEADO,212.23
Jun-04,LAJEADO,212.09
Jul-04,LAJEADO,212.1
Aug-04,LAJEADO,212.09
Sep-04,LAJEADO,212.04
Oct-04,LAJEADO,212.01
Nov-04,LAJEADO,212.07
Dec-04,LAJEADO,212.01
Jan-05,LAJEADO,212.05
Feb-05,LAJEADO,212.1
Mar-05,LAJEADO,212.15
Apr-05,LAJEADO,212.11
May-05,LAJEADO,212.11
Jun-05,LAJEADO,212.06
Jul-05,LAJEADO,212.01
Aug-05,LAJEADO,212.02
Sep-05,LAJEADO,211.97
Oct-05,LAJEADO,212.08
Nov-05,LAJEADO,212.12
Dec-05,LAJEADO,212.15
Jan-06,LAJEADO,211.98
Feb-06,LAJEADO,212.24
Mar-06,LAJEADO,212.16
Apr-06,LAJEADO,212.12
May-06,LAJEADO,212.05
Jun-06,LAJEADO,212.08
Jul-06,LAJEADO,211.95
Aug-06,LAJEADO,211.89
Sep-06,LAJEADO,211.9
Oct-06,LAJEADO,212.12
Nov-06,LAJEADO,212
Dec-06,LAJEADO,212.07
Jan-07,LAJEADO,212.28
Feb-07,LAJEADO,212.16
Mar-07,LAJEADO,212.2
Apr-07,LAJEADO,212.18
May-07,LAJEADO,212.08
Jun-07,LAJEADO,211.98
Jul-07,LAJEADO,212.01
Aug-07,LAJEADO,212.05
Sep-07,LAJEADO,211.94
Oct-07,LAJEADO,211.79
Nov-07,LAJEADO,212.02
Dec-07,LAJEADO,211.89
Jan-08,LAJEADO,212.11
Feb-08,LAJEADO,212.19
Mar-08,LAJEADO,212.21
Apr-08,LAJEADO,211.88
May-08,LAJEADO,211.98
Jun-08,LAJEADO,211.98
Jul-08,LAJEADO,211.91
Aug-08,LAJEADO,212.08
Sep-08,LAJEADO,211.86
Oct-08,LAJEADO,211.94
Nov-08,LAJEADO,212.15
Dec-08,LAJEADO,212.28
Jan-09,LAJEADO,212.22
Feb-09,LAJEADO,212.11
Mar-09,LAJEADO,212.2
Apr-09,LAJEADO,212.16
May-09,LAJEADO,212.18
Jun-09,LAJEADO,211.98
Jul-09,LAJEADO,212
Aug-09,LAJEADO,211.99
Sep-09,LAJEADO,212
Oct-09,LAJEADO,212.15
Nov-09,LAJEADO,212.09
Dec-09,LAJEADO,212.28
Jan-10,LAJEADO,212.02
Feb-10,LAJEADO,212.15
Mar-10,LAJEADO,212.14
Apr-10,LAJEADO,212.01
May-10,LAJEADO,212.05
Jun-10,LAJEADO,211.94
Jul-10,LAJEADO,212.1
Aug-10,LAJEADO,212
Sep-10,LAJEADO,211.86
Oct-10,LAJEADO,212.17
Nov-10,LAJEADO,212.13
Dec-10,LAJEADO,212.25
Jan-11,LAJEADO,211.96
Feb-11,LAJEADO,212.21
Mar-11,LAJEADO,212.15
Apr-11,LAJEADO,211.96
May-11,LAJEADO,212.13
Jun-11,LAJEADO,212.16
Jul-11,LAJEADO,211.86
Aug-11,LAJEADO,211.95
Sep-11,LAJEADO,211.66
Oct-11,LAJEADO,211.84
Nov-11,LAJEADO,212.13
Dec-11,LAJEADO,212.03
Jan-12,LAJEADO,212.26
Feb-12,LAJEADO,212.24
Mar-12,LAJEADO,212.25
Apr-12,LAJEADO,211.85
May-12,LAJEADO,211.83
Jun-12,LAJEADO,211.65
Jul-12,LAJEADO,211.69
Aug-12,LAJEADO,211.78
Sep-12,LAJEADO,211.75
Oct-12,LAJEADO,211.85
Nov-12,LAJEADO,211.84
Dec-12,LAJEADO,211.85
Jan-13,LAJEADO,212.25
Feb-13,LAJEADO,212.03
Mar-13,LAJEADO,212.2
Apr-13,LAJEADO,211.92
May-13,LAJEADO,211.89
Jun-13,LAJEADO,211.81
Jul-13,LAJEADO,211.82
Aug-13,LAJEADO,211.84
Sep-13,LAJEADO,212.05
Oct-13,LAJEADO,211.85
Nov-13,LAJEADO,211.82
Dec-13,LAJEADO,212.24
Jan-14,LAJEADO,212.16
Feb-14,LAJEADO,212.33
Mar-14,LAJEADO,212.22
